drillhole_id,longitude,latitude,year,start_date,locality,company,licence,altitude
STQ 07-41,-51.080663,64.413425,2007,2007-07-18,Storø - Qingaaq,NunaMinerals A/S,2002/07,494.0
UMI02,-52.572556,71.638849,2010,2010-01-01,Umiamako,Avannaa Resources,2010/5,124.0
QEQ 01,-50.623331,69.640827,2010,2010-07-07,Qeqertaa,Avannaa Resources,2007/52,22.0
QEQ 02,-50.623408,69.640845,2010,2010-07-08,Qeqertaa,Avannaa Resources,2007/52,22.0
QEQ 03,-50.618939,69.640127,2010,2010-07-11,Qeqertaa,Avannaa Resources,2007/52,15.0
QEQ 04,-50.618104,69.640744,2010,2010-07-13,Qeqertaa,Avannaa Resources,2007/52,15.0
QEQ 05,-50.632176,69.641689,2010,2010-07-14,Qeqertaa,Avannaa Resources,2007/52,49.0
QEQ 06,-50.632176,69.641689,2010,2010-07-16,Qeqertaa,Avannaa Resources,2007/52,49.0
QEQ 07,-50.638464,69.643011,2010,2010-07-18,Qeqertaa,Avannaa Resources,2007/52,29.0
QEQ 09,-50.635551,69.641615,2010,2010-07-23,Qeqertaa,Avannaa Resources,2007/52,43.0
QEQ 10,-50.64498,69.643025,2010,2010-07-26,Qeqertaa,Avannaa Resources,2007/52,13.0
QEQ 11,-50.64498,69.643025,2010,2010-07-27,Qeqertaa,Avannaa Resources,2007/52,13.0
QEQ 12,-50.613826,69.639479,2010,2010-07-28,Qeqertaa,Avannaa Resources,2007/52,7.0
QEQ 13,-50.613826,69.639479,2010,2010-07-29,Qeqertaa,Avannaa Resources,2007/52,7.0
QEQ 14,-50.613826,69.639479,2010,2010-07-30,Qeqertaa,Avannaa Resources,2007/52,7.0
05DS01,-51.459421,66.35519,2005,2005-01-01,Spider Lake 01,Hudson Resources Inc.,2005/03,
05DS02,-51.456094,66.354043,2005,2005-01-01,Spider Lake 02,Hudson Resources Inc.,2005/03,
05DS03,-51.464004,66.352898,2005,2005-01-01,Spider Lake 03,Hudson Resources Inc.,2005/03,
05DS04,-51.464004,66.352898,2005,2005-01-01,Spider Lake 03,Hudson Resources Inc.,2005/03,
05DS05,-51.464004,66.352898,2005,2005-01-01,Spider Lake 03,Hudson Resources Inc.,2005/03,
05DS06,-51.461539,66.354915,2005,2005-01-01,Spider Lake 07,Hudson Resources Inc.,2005/03,
05DS07,-51.670769,66.361413,2005,2005-01-01,Garnet Lake 01,Hudson Resources Inc.,2005/03,
05DS08,-51.670769,66.361413,2005,2005-01-01,Garnet Lake 01,Hudson Resources Inc.,2005/03,
05DS09,-51.671816,66.361282,2005,2005-01-01,Garnet Lake 10,Hudson Resources Inc.,2005/03,
05DS10,-51.671357,66.360809,2005,2005-01-01,Garnet Lake 11,Hudson Resources Inc.,2005/03,
05DS11,-51.671036,66.360523,2005,2005-01-01,Garnet Lake 12,Hudson Resources Inc.,2005/03,
05DS12,-51.671036,66.360523,2005,2005-01-01,Garnet Lake 12,Hudson Resources Inc.,2005/03,
05DS13,-51.664388,66.366033,2005,2005-01-01,Garnet Lake 08,Hudson Resources Inc.,2005/03,
05DS14,-51.664388,66.366033,2005,2005-01-01,Garnet Lake 08,Hudson Resources Inc.,2005/03,
05DS15,-51.664509,66.366401,2005,2005-01-01,Garnet Lake 15,Hudson Resources Inc.,2005/03,
05DS16,-51.668903,66.369369,2005,2005-01-01,Garnet Lake 14,Hudson Resources Inc.,2005/03,
05DS17,-51.660268,66.365809,2005,2005-01-01,Garnet Lake 05,Hudson Resources Inc.,2005/03,
05DS18,-51.65814,66.36309,2005,2005-01-01,Garnet Lake 18,Hudson Resources Inc.,2005/03,
05DS19,-51.639565,66.362199,2005,2005-01-01,Garnet Lake 13,Hudson Resources Inc.,2005/03,
05DS20,-51.491347,66.344668,2005,2005-01-01,Conductor,Hudson Resources Inc.,2005/03,
05DS21,-51.491347,66.344668,2005,2005-01-01,Conductor,Hudson Resources Inc.,2005/03,
05DS22,-51.468101,66.555735,2005,2005-01-01,Bulls Eye,Hudson Resources Inc.,2005/03,
05DS23,-51.680246,66.36801,2005,2005-01-01,Garnet Lake 23,Hudson Resources Inc.,2005/03,
05DS24,-51.68162,66.367556,2005,2005-01-01,Garnet Lake 24,Hudson Resources Inc.,2005/03,
05DS25,-51.674249,66.364484,2005,2005-01-01,Garnet Lake 25,Hudson Resources Inc.,2005/03,
06DS03,-51.666983,66.361061,2006,2006-01-01,Garnet Lake East,Hudson Resources Inc.,2005/03,
06DS04,-51.660107,66.361386,2006,2006-01-01,Garnet Lake East,Hudson Resources Inc.,2005/03,
06DS05,-51.654112,66.362058,2006,2006-01-01,Garnet Lake East,Hudson Resources Inc.,2005/03,
06DS06,-51.668879,66.35672,2006,2006-01-01,Garnet Lake South,Hudson Resources Inc.,2005/03,
06DS10,-51.489204,66.451335,2006,2006-01-01,DeBeers Lake,Hudson Resources Inc.,2005/03,
06DS11,-51.499809,66.453347,2006,2006-01-01,DeBeers Lake,Hudson Resources Inc.,2005/03,
06DS12,-51.653266,66.36216,2006,2006-01-01,Garnet Lake East,Hudson Resources Inc.,2005/03,
06DS13,-51.653266,66.36216,2006,2006-01-01,Garnet Lake East,Hudson Resources Inc.,2005/03,
06DS14,-51.66575,66.363471,2006,2006-01-01,Garnet Lake North,Hudson Resources Inc.,2005/03,
07DS01,-52.07028,66.579338,2007,2007-01-01,Jovan Pick 37,Hudson Resources Inc.,2005/03,334.0
07DS03,-52.128286,66.564199,2007,2007-01-01,Jovan Pick 12,Hudson Resources Inc.,2005/03,429.0
07DS05,-52.256254,66.554649,2007,2007-01-01,Jovan Pick 39,Hudson Resources Inc.,2005/03,816.0
07DS06,-52.168097,66.544824,2007,2007-01-01,Jovan Pick 17,Hudson Resources Inc.,2005/03,389.0
07DS11,-52.40428,66.496361,2007,2007-01-01,Jovan Pick Block 2-21 ,Hudson Resources Inc.,2005/03,875.0
07DS12,-52.399991,66.496822,2007,2007-01-01,Jovan Pick Block 2-21 vicinity,Hudson Resources Inc.,2005/03,877.0
07DS13,-52.399991,66.496822,2007,2007-01-01,Jovan Pick Block 2-21 vicinity,Hudson Resources Inc.,2005/03,877.0
07DS16,-52.451132,66.497747,2007,2007-01-01,Jovan Pick block 2-5,Hudson Resources Inc.,2005/03,811.0
07DS17,-52.109616,66.641169,2007,2007-01-01,Jovan Pick 25,Hudson Resources Inc.,2005/03,675.0
07DS18,-52.109616,66.641169,2007,2007-01-01,Jovan Pick 25 opp. Direction,Hudson Resources Inc.,2005/03,675.0
07DS19,-52.028562,66.646754,2007,2007-01-01,Jovan Pick 36,Hudson Resources Inc.,2005/03,634.0
07DS20,-52.054988,66.658323,2007,2007-01-01,Jovan Pick 34,Hudson Resources Inc.,2005/03,660.0
07DS22,-52.071155,66.578713,2007,2007-01-01,Direction of Jovan Pick 37,Hudson Resources Inc.,2005/03,324.0
NIA 01,-52.789418,71.664579,2010,2010-01-01,Niaqornakassak,Avannaa Resources,2010/5,46.2
NIA 02,-52.789418,71.664579,2010,2010-01-01,Niaqornakassak,Avannaa Resources,2010/5,45.7
NIA 03,-52.775805,71.663583,2010,2010-01-01,Niaqornakassak,Avannaa Resources,2010/5,53.3
NIA 04,-52.775805,71.663583,2010,2010-01-01,Niaqornakassak,Avannaa Resources,2010/5,53.2
NIA 05,-52.775805,71.663583,2010,2010-01-01,Niaqornakassak,Avannaa Resources,2010/5,53.26
NIA 06,-52.811271,71.666022,2010,2010-01-01,Niaqornakassak,Avannaa Resources,2010/5,3.5
NIA 07,-52.811271,71.666022,2010,2010-01-01,Niaqornakassak,Avannaa Resources,2010/5,3.7
NIA 08,-52.811271,71.666022,2010,2010-01-01,Niaqornakassak,Avannaa Resources,2010/5,3.3
UMI 01,-52.572556,71.638849,2010,2010-01-01,Umiamako,Avannaa Resources,2010/5,123.8
STQ 05-03,-51.083752,64.412395,2005,2005-07-26,Storø - Qingaaq,NunaMinerals A/S,2002/07,557.0
AMI-09-DDH-04,-51.47832,64.81585,2009,2009-01-01,Amikoq - Paradise Valley,NunaMinerals A/S,2005/16,
MAL 05_1053,-24.266153,71.956903,2005,2005-07-03,Malmbjerg Arcturus Adit,International Molybdenum Plc.,2004/17,803.43
CF10-254,-28.313583,83.094877,2010,2010-01-01,Citronen Fjord - Beach Zone,Ironbark Zinc Limited,2007/02,10.0
SAR 09-02,-51.271185,66.530327,2009,2009-09-09,Sarfartoq - ST40,Hudson Resources Inc.,2002/06,750.0
QAQ12-35,-52.203805,66.552413,2012,2012-01-01,White Mountain (Qaqortorssuaq),Hudson Resources Inc.,2002/06,479.74
GLA 07-59,-50.973734,71.111728,2007,2007-06-01,Black Angel - Glacier Zone,Angus & Ross Plc.,2005/05,574.0
KSP-09-09,-44.90711,60.32329,2009,2009-06-01,Kirkespirdalen Delta,NunaMinerals A/S,2006/10,12.0
ECP080,-45.872151,60.866917,2007,2007-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,12.21
NAL B135,-44.845083,60.360111,2007,2007-12-14,Nalunaq,Crew Gold Corporation,2002/03,641.3
ISU10-28,-49.767939,65.203033,2010,2010-08-16,Isua (Isukasia),London Mining Plc.,2009/16,1089.92
NAL 01-084,-44.837465,60.353909,2001,2001-07-13,Nalunaq,Crew Develoment Corporation,04/97,364.18
STQ 06-35,-51.061963,64.45099,2006,2006-07-19,Storø - Qingaaq,NunaMinerals A/S,2002/07,1123.4
KVA GT001,-46.006736,60.971755,2009,2009-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2005/28,540.63
NIA-09-37,-45.23619,60.52866,2009,2009-07-22,Niaqornaarsuk Delta,NunaMinerals A/S,2006/10,2.0
QUS-08 DDH-18,-51.12005,64.66969,2008,2008-08-26,Qussuk - Plateau,NunaMinerals A/S,2007/59,691.0
QAQ12-43,-52.20848,66.554196,2012,2012-01-01,White Mountain (Qaqortorssuaq),Hudson Resources Inc.,2002/06,542.16
L410-02,-45.039011,60.227074,2005,2005-01-01,Lake 410,Crew Develoment Corporation,2004/05,430.0
ECP093,-45.871829,60.866847,2007,2007-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,14.06
NAL 04-100,-44.848474,60.360114,2004,2004-01-01,Nalunaq,Crew Gold Corporation,2002/03,796.0
KVA N011,-45.868226,60.969361,2011,2011-01-01,"Ilimausaq, Zone 3",Greenland Minerals and Energy Ltd.,2010/02,709.0
ECP108,-45.871369,60.866644,2007,2007-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,14.51
CF10-274,-28.298723,83.08317,2010,2010-01-01,Citronen Fjord - Beach Zone South,Ironbark Zinc Limited,2007/02,50.63
STQ 05-11,-51.081442,64.412983,2005,2005-08-09,Storø - Qingaaq,NunaMinerals A/S,2002/07,507.0
KVA 080,-46.001164,60.972686,2007,2007-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2005/28,603.79
GR-05-03,-51.235673,66.655763,2005,2005-01-01,Uniiviit - Smile Lake,Metalex Ventures Ltd.,2004/04,
SAR 10-34,-51.339021,66.523314,2010,2010-09-12,Sarfartoq - ST1,Hudson Resources Inc.,2002/06,550.0
NAL B017,-44.839297,60.355069,2006,2006-01-01,Nalunaq,Crew Gold Corporation,2002/03,287.74
SAR 11-23,-51.335212,66.522062,2011,2011-06-08,Sarfartoq - ST-1,Hudson Resources Inc.,2010/40,630.48
NAL 18-16,-44.834563,60.353669,2018,2018-01-01,Nalunaq,AEX Gold Inc.,2003/05,296.0
NAL B035,-44.840545,60.355614,2006,2006-01-01,Nalunaq,Crew Gold Corporation,2002/03,336.66
NAL B092,-44.849229,60.357025,2007,2007-01-01,Nalunaq,Crew Gold Corporation,2002/03,590.86
NAL B123,-44.849751,60.35784,2007,2007-11-19,Nalunaq,Crew Gold Corporation,2002/03,610.76
MQ-15-103,-52.033829,65.102128,2015,2015-09-05,P-053,North American Nickel Inc.,2011/54,370.0
SAR 11-13a,-51.269096,66.544831,2011,2011-05-24,Sarfartoq - ST-31,Hudson Resources Inc.,2010/40,723.38
GLA 06-02,-50.973706,71.112355,2006,2006-06-01,Black Angel - Glacier Zone,Angus & Ross Plc.,2005/05,580.0
NAL 300-14S,-44.842699,60.353621,2004,2004-01-01,Nalunaq,Crew Gold Corporation,2002/03,311.55
NAL 300-04T,-44.837478,60.357684,2004,2004-01-01,Nalunaq,Crew Gold Corporation,2002/03,310.2
SRK_034,-44.952285,61.193576,2010,2010-09-20,"Motzfeldt, Aries Prospect",Ram Resources,2010/46,1521.0
MQ-18-160,-51.491581,65.425221,2018,2018-07-01,Imiak Hill G-036,North American Nickel Inc.,2011/54,401.45
NAL B023,-44.846508,60.35749,2006,2006-01-01,Nalunaq,Crew Gold Corporation,2002/03,548.97
MQ-16-105,-51.564487,65.359357,2016,2016-06-30,Fosilik P-058,North American Nickel Inc.,2011/54,658.24
CF10-261,-28.300676,83.087645,2010,2010-01-01,Citronen Fjord - Beach Zone South,Ironbark Zinc Limited,2007/02,50.0
ISU 10-26,-49.753047,65.201422,2010,2010-08-20,Isua (Isukasia),London Mining Plc.,2009/16,1167.0
KVA 131,-46.001645,60.969796,2008,2008-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2005/28,569.26
KVA 188,-45.997778,60.976855,2008,2008-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2005/28,570.87
SAR 12-23,-51.328776,66.52426,2012,2012-07-18,Sarfartoq - ST-1,Hudson Resources Inc.,2010/40,686.0
NAL B021,-44.847263,60.357378,2006,2006-01-01,Nalunaq,Crew Gold Corporation,2002/03,547.59
QAQ 11-12,-51.67778,65.37395,2011,2011-06-18,Qeqertaasaq,NunaMinerals A/S,2007/51,463.83
KRI D039,-45.835881,60.865863,2010,2010-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,406.27
NAL 400-01,-44.84337,60.356537,2004,2004-01-01,Nalunaq,Crew Gold Corporation,2002/03,411.87
SKA 11-55,-31.68742,68.1689,2011,2011-06-30,Skaergaard,Platina Resources Ltd.,2007/01,316.59
STQ 15-04,-51.080603,64.414062,2015,2015-03-26,Storø - Qingaaq,Greenland Resources Inc.,2014/11,496.0
NAL B124,-44.849726,60.357842,2007,2007-11-23,Nalunaq,Crew Gold Corporation,2002/03,610.57
KVA 122,-46.010375,60.968307,2007,2007-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2005/28,540.97
ARK 06-15,-50.965135,71.091274,2006,2006-06-01,Black Angel - ARK Prospect,Angus & Ross Plc.,2005/05,805.0
SAR 11-12,-51.284082,66.53162,2011,2011-05-22,Sarfartoq - ST 40 west,Hudson Resources Inc.,2010/40,673.41
GL-08-51,-50.319999,63.011297,2008,2008-01-01,Aappaluttoq,True north Gems,2006/01,232.0
ISU 11-01,-49.752681,65.200123,2011,2011-08-22,Isua (Isukasia),London Mining Plc.,2009/16,1171.0
NAL B033,-44.840381,60.35554,2006,2006-01-01,Nalunaq,Crew Gold Corporation,2002/03,337.99
CF08-151,-28.2199,83.110069,2008,2008-01-01,Citronen Fjord - Northwest Zone,Ironbark Zinc Limited,2007/02,83.4
QAQ 11-10,-51.67312,65.3776,2011,2011-06-16,Qeqertaasaq,NunaMinerals A/S,2007/51,411.72
MAL 07-17295,-24.269652,71.958534,2007,2007-07-25,Malmbjerg,Quadra FNX Mining Ltd.,2004/17,719.3
ISU 08-09,-49.754876,65.209339,2008,2008-01-01,Isua (Isukasia),London Mining Plc.,2004/18,1173.0
QAQ12-44,-52.208625,66.555043,2012,2012-01-01,White Mountain (Qaqortorssuaq),Hudson Resources Inc.,2002/06,573.31
TAN 08-06,-50.14136,65.09199,2008,2008-07-25,Isua (Tangent),NunaMinerals A/S,2005/25,745.0
MQ-14-036,-51.483757,65.43599,2014,2014-06-21,Imiak Hill,North American Nickel Inc.,2011/54,539.71
KRI RC20,-45.847809,60.867827,2010,2010-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,341.68
SAR 10-21,-51.176181,66.498059,2010,2010-08-18,Sarfartoq - ST24,Hudson Resources Inc.,2002/06,615.0
KVA M018A,-46.000233,60.971166,2011,2011-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2010/02,583.0
MQ-15-087,-51.922495,65.010203,2015,2015-08-04,P-051,North American Nickel Inc.,2011/54,396.0
GL-08-58,-50.319059,63.010961,2008,2008-01-01,Aappaluttoq,True north Gems,2006/01,230.0
KVA 143,-45.984918,60.978863,2008,2008-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2005/28,620.02
QAQ 11-17,-51.67459,65.37711,2011,2011-09-29,Qeqertaasaq,NunaMinerals A/S,2007/51,422.79
KVA M015,-45.997372,60.973028,2011,2011-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2010/02,606.0
ISS 05,-47.434005,60.963324,2006,2006-01-01,Isortoq South (Snoopy Lake),MDA Investments Pty Ltd.,2004/11,60.0
BK 003A,-24.126672,72.185602,2011,2011-06-16,Blyklippen,Ironbark Zinc Limited,2007/32,335.0
KVA S018,-45.924127,60.940814,2011,2011-01-01,"Ilimausaq, Sørensen",Greenland Minerals and Energy Ltd.,2010/02,639.0
MQ-14-067,-51.481828,65.435313,2014,2014-08-17,Imiak Hill,North American Nickel Inc.,2012/28,522.63
CF08-145,-28.249257,83.115074,2008,2008-01-01,Citronen Fjord - Northeast Zone,Ironbark Zinc Limited,2007/02,13.87
MAL 05_3249,-24.269367,71.956991,2005,2005-08-14,Malmbjerg Arcturus Adit,International Molybdenum Plc.,2004/17,801.83
NAL 01-089,-44.83832,60.35308,2001,2001-07-28,Nalunaq,Crew Develoment Corporation,04/97,369.03
SAR 10-23,-51.243286,66.452289,2010,2010-08-22,Sarfartoq - ST19,Hudson Resources Inc.,2002/06,586.0
ISU 08-19,-49.760156,65.206791,2008,2008-10-03,Isua (Isukasia),London Mining Plc.,2004/18,1156.86
QAQ 14-28,-51.668505,65.378701,2014,2014-07-01,Qeqertaasaq,NunaMinerals A/S,2007/51,414.0
KRI D007,-45.850463,60.865826,2010,2010-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,378.02
KVA ST007,-45.958405,60.97965,2011,2011-01-01,"Ilimausaq, Steenstrupsfjeld",Greenland Minerals and Energy Ltd.,2010/02,589.0
ISU 10-08,-49.75844,65.203762,2010,2010-07-06,Isua (Isukasia),London Mining Plc.,2009/16,1134.74
SAR 12-20,-51.33196,66.523518,2012,2012-06-21,Sarfartoq - ST-1,Hudson Resources Inc.,2010/40,658.0
KVA N003,-45.870819,60.970969,2008,2008-01-01,"Ilimausaq, Zone 3",Greenland Minerals and Energy Ltd.,2005/28,700.43
NAL 450-05,-44.845684,60.356625,2004,2004-01-01,Nalunaq,Crew Gold Corporation,2002/03,463.5
ISU 10-02,-49.754906,65.199675,2010,2010-08-31,Isua (Isukasia),London Mining Plc.,2009/16,1164.11
NAL 18-04,-44.834107,60.354342,2018,2018-01-01,Nalunaq,AEX Gold Inc.,2003/05,306.0
CF10-244,-28.138751,83.076194,2010,2010-01-01,Citronen Fjord - Discovery Zone,Ironbark Zinc Limited,2007/02,247.57
HED 001,-68.811033,76.288477,2012,2012-01-01,Havik East,Red Rock Resources,2011/25,431.0
KRI D036,-45.840301,60.865881,2010,2010-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,406.33
GLA 06-34,-50.982009,71.112123,2006,2006-06-01,Black Angel - Glacier Zone,Angus & Ross Plc.,2005/05,562.0
08-DS-15,-51.49018,66.355823,2008,2008-06-15,Sarfartoq,Hudson Resources Inc.,2006/03,1119.0
QAQ12-27,-52.170646,66.562113,2012,2012-01-01,White Mountain (Qaqortorssuaq),Hudson Resources Inc.,2002/06,425.1
CF11-297,-28.452945,83.109843,2011,2011-08-02,Citronen Fjord - Esrum Zone,Ironbark Zinc Limited,2007/02,231.25
87057,-37.702391,65.575907,2005,2005-08-06,Ammassalik,Inco Technical Services Ltd.,2003/14,168.0
ECP124,-45.868471,60.86747,2007,2007-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,36.35
NIA-09-34,-45.23338,60.52955,2009,2009-07-23,Niaqornaarsuk Delta,NunaMinerals A/S,2006/10,4.0
NAL B168,-44.850462,60.35673,2008,2008-04-19,Nalunaq,Crew Gold Corporation,2002/03,604.91
ISU 10-27,-49.744976,65.214372,2010,2010-07-17,Isua (Isukasia),London Mining Plc.,2009/16,1148.0
KVA 077,-45.998376,60.974709,2007,2007-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2005/28,570.72
NAL 05-142,-44.848801,60.356038,2005,2005-01-01,Nalunaq,Crew Gold Corporation,2002/03,792.0
CF10-245B,-28.420856,83.099777,2010,2010-01-01,Citronen Fjord - Esrum Zone,Ironbark Zinc Limited,2007/02,56.62
ZK301,-22.9198,71.5752,2011,2011-09-15,Permdal,Nordic Mining / Jiangxi Zhongrun Mining Co. Ltd joint venture,2007/03,314.98
CF08-169,-28.469528,83.099299,2008,2008-01-01,Citronen Fjord - Esrum Zone,Ironbark Zinc Limited,2007/02,169.24
MAL 05_17155,-24.269789,71.958595,2005,2005-07-30,Malmbjerg Schuchert Adit,International Molybdenum Plc.,2004/17,718.57
KRI RC27,-45.839007,60.867801,2010,2010-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,389.25
ISN 03,-47.34511,60.988326,2005,2005-01-01,Isortoq North (Discovery Dike),MDA Investments Pty Ltd.,2004/11,60.0
NAL 05-128,-44.831753,60.354221,2005,2005-01-01,Nalunaq,Crew Gold Corporation,2002/03,244.0
SAR 11-09,-51.276848,66.545221,2011,2011-05-20,Sarfartoq - ST-31,Hudson Resources Inc.,2010/40,751.27
MAL 07-04,-24.26788,71.959229,2007,2007-07-30,Malmbjerg,Quadra FNX Mining Ltd.,2004/17,1025.0
ISS 02,-47.430894,60.964198,2005,2005-01-01,Isortoq South (Snoopy Lake),MDA Investments Pty Ltd.,2004/11,60.0
NAL 05-150,-44.84686,60.35721,2005,2005-01-01,Nalunaq,Crew Gold Corporation,2002/03,742.0
CF10-281,-28.314085,83.085727,2010,2010-01-01,Citronen Fjord - Beach Zone South,Ironbark Zinc Limited,2007/02,52.47
ISU 09-14,-49.757085,65.20928,2009,2009-08-16,Isua (Isukasia),London Mining Plc.,2009/16,1185.06
ECP109,-45.871252,60.866563,2007,2007-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,1586.0
ISU 11-19,-49.750908,65.206461,2011,2011-09-14,Isua (Isukasia),London Mining Plc.,2009/16,1170.0
SKA 11-49,-31.73037,68.1633,2011,2011-06-16,Skaergaard,Platina Resources Ltd.,2007/01,70.18
MQ-18-173,-51.53965,65.366126,2018,2018-07-25,Fossilik II Snake,North American Nickel Inc.,2011/54,709.06
SAR 11-01,-51.27022,66.529543,2011,2011-05-06,Sarfartoq - ST-40,Hudson Resources Inc.,2010/40,694.69
SAR 09-03,-51.268144,66.530018,2009,2009-09-12,Sarfartoq - ST40,Hudson Resources Inc.,2002/06,753.0
ISU 10-18,-49.754023,65.208152,2010,2010-07-20,Isua (Isukasia),London Mining Plc.,2009/16,1168.88
ECP094A,-45.87171,60.866785,2007,2007-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,16.05
MQ-16-118,-51.477309,65.445378,2016,2016-08-10,Mikissoq P-001,North American Nickel Inc.,2011/54,430.8
ISU 11-18,-49.752529,65.207435,2011,2011-08-11,Isua (Isukasia),London Mining Plc.,2009/16,1168.0
NAL 05-144,-44.848801,60.356038,2005,2005-01-01,Nalunaq,Crew Gold Corporation,2002/03,792.0
GL-08-63,-50.319816,63.010659,2008,2008-01-01,Aappaluttoq,True north Gems,2006/01,233.5
MQ-14-042,-51.751507,65.62707,2014,2014-07-09,Pingo P-149,North American Nickel Inc.,2011/54,366.0
SRK_020,-44.946681,61.196357,2011,2011-09-05,"Motzfeldt, Aries Prospect",Ram Resources,2010/46,1433.0
MQ-13-015,-51.63572,65.207741,2013,2013-07-06,Target P-022 Sikolik East,North American Nickel Inc.,2011/54,504.0
SKA 11-56,-31.6397,68.18134,2011,2011-06-30,Skaergaard,Platina Resources Ltd.,2007/01,377.36
SAR 09-09,-51.263941,66.45404,2009,2009-09-23,Sarfartoq - ST19,Hudson Resources Inc.,2002/06,630.0
ECP085,-45.871573,60.866552,2007,2007-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,16.87
ISS 13,-47.434564,60.961929,2012,2012-05-09,Isortoq South,West Melville Metals Inc.,2009/15,72.7
CF09-199,-28.311028,83.093979,2009,2009-01-01,Citronen Fjord - Beach Zone,Ironbark Zinc Limited,2007/02,15.36
KRI RC07,-45.842528,60.865858,2010,2010-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,419.93
MQ-14-041,-51.752171,65.627525,2014,2014-07-07,Pingo P-149,North American Nickel Inc.,2011/54,364.0
KVA 181,-46.004082,60.973375,2008,2008-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2005/28,561.38
ISU 11-08A,-49.751638,65.209115,2011,2011-08-27,Isua (Isukasia),London Mining Plc.,2009/16,1166.0
ISU GL-11-04A,-49.746387,65.204889,2011,2011-08-12,Isua (Isukasia),London Mining Plc.,2009/16,1180.0
CF10-245A,-28.420856,83.099777,2010,2010-01-01,Citronen Fjord - Esrum Zone,Ironbark Zinc Limited,2007/02,56.62
KRI RC25,-45.843429,60.867908,2010,2010-01-01,"Ilimausaq, Kringlerne",Rimbal Pty Ltd.,2006/04,367.67
SAR 12-07,-51.335225,66.522066,2012,2012-05-25,Sarfartoq - ST-1 south,Hudson Resources Inc.,2010/40,631.0
MQ-16-124,-51.585611,65.082568,2016,2016-08-24,P-094,North American Nickel Inc.,2011/54,183.74
NAL 450-27,-44.842016,60.358123,2004,2004-01-01,Nalunaq,Crew Gold Corporation,2002/03,458.77
MQ-13-030,-51.258147,65.439348,2013,2013-08-29,Target P-049 Quagssuk,North American Nickel Inc.,2011/54,648.0
STQ 06-34,-51.085886,64.412106,2006,2006-07-16,Storø - Qingaaq,NunaMinerals A/S,2002/07,614.15
SEQ-12,-51.554904,64.987708,2003,2003-09-02,Seqi,Crew Gold Corporation,2003/02,80.72
GL-08-65,-50.319996,63.010597,2008,2008-01-01,Aappaluttoq,True north Gems,2006/01,233.5
KVA 176,-45.995566,60.977472,2008,2008-01-01,"Ilimausaq, Kvanefjeld",Greenland Minerals and Energy Ltd.,2005/28,602.46
NAL B008,-44.837909,60.356221,2006,2006-01-01,Nalunaq,Crew Gold Corporation,2002/03,301.23
NAL 06-161,-44.853467,60.358469,2006,2006-01-01,Nalunaq,Crew Gold Corporation,2002/03,1030.63
CF10-285,-28.310586,83.08493,2010,2010-01-01,Citronen Fjord - Beach Zone South,Ironbark Zinc Limited,2007/02,54.23
SAR 11-26,-51.335134,66.523147,2011,2011-06-13,Sarfartoq - ST-1,Hudson Resources Inc.,2010/40,637.6
L410-04,-45.034332,60.223565,2005,2005-01-01,Lake 410,Crew Develoment Corporation,2004/05,493.0
SRK_035,-44.953959,61.193577,2010,2010-09-19,"Motzfeldt, Aries Prospect",Ram Resources,2010/46,1501.0
NAL 06-160,-44.845112,60.354022,2006,2006-01-01,Nalunaq,Crew Gold Corporation,2002/03,578.63
CF10-289,-28.292713,83.088455,2010,2010-01-01,Citronen Fjord - Beach Zone South,Ironbark Zinc Limited,2007/02,32.0
ISS 15,-47.434714,60.963177,2012,2012-05-12,Isortoq South,West Melville Metals Inc.,2009/15,51.99
