longitude,latitude,year,locality
-49.752425,65.21106,2009,Isua (Isukasia)
-45.872424,60.867068,2007,"Ilimausaq, Kringlerne"
-52.206042,66.551576,2012,White Mountain (Qaqortorssuaq)
-49.751903,65.205752,2011,Isua (Isukasia)
-44.849068,60.357188,2007,Nalunaq
-28.115987,83.070953,2010,Citronen Fjord - Southeast Zone
-46.003503,60.974689,2009,"Ilimausaq, Kvanefjeld"
-44.847628,60.357288,2006,Nalunaq
-31.69854,68.16973,2010,Skaergaard
-51.54774,64.989382,2003,Seqi
-44.848569,60.357337,2007,Nalunaq
-49.755241,65.210688,2011,Isua (Isukasia)
-44.845672,60.356606,2004,Nalunaq
-51.45542,65.434362,2016,Spotty Hill
-44.831965,60.352964,2005,Nalunaq
-49.760156,65.206791,2008,Isua (Isukasia)
-45.871689,60.866579,2007,"Ilimausaq, Kringlerne"
-44.948955,61.193584,2011,"Motzfeldt, Aries Prospect"
-52.161836,66.560192,2012,White Mountain (Qaqortorssuaq)
-46.003857,60.969505,2010,"Ilimausaq, Kvanefjeld"
-51.549451,64.987223,2003,Seqi
-44.834186,60.354668,2005,Nalunaq
-28.311058,83.101236,2010,Citronen Fjord - Beach Zone
-45.838863,60.867245,2010,"Ilimausaq, Kringlerne"
-51.09252,64.81082,2009,Qussuk - Swan North Zone
-49.751616,65.209115,2011,Isua (Isukasia)
-24.26781,71.957094,2005,Malmbjerg Arcturus Adit
-46.008687,60.969775,2009,"Ilimausaq, Kvanefjeld"
-44.950871,61.193576,2010,"Motzfeldt, Aries Prospect"
-24.267432,71.957682,2007,Malmbjerg
-44.85121,60.355359,2017,Nalunaq
-44.844992,60.359577,2007,Nalunaq
-52.120067,66.569089,2012,White Mountain (Qaqortorssuaq)
-52.17016,66.558525,2012,White Mountain (Qaqortorssuaq)
-51.083752,64.412391,2015,Storø - Qingaaq
-44.845114,60.354023,2006,Nalunaq
-51.561007,65.358364,2014,Fossilik II P-058
-44.848528,60.35953,2005,Nalunaq
-51.546542,65.423597,2014,Camp P-136
-50.311094,63.021244,2007,Aappaluttoq - Sarfaq
-44.844795,60.359558,2007,Nalunaq
-51.335141,66.522515,2009,Sarfartoq - ST1
-44.844684,60.360001,2007,Nalunaq
-44.842754,60.353651,2004,Nalunaq
-28.445805,83.096038,2008,Citronen Fjord - Esrum Zone
-49.756445,65.204623,2011,Isua (Isukasia)
-50.972322,71.112068,2006,Black Angel - Glacier Zone
-28.3211,83.096003,2010,Citronen Fjord - Beach Zone
-51.292728,66.462216,2010,Sarfartoq - ST19
-45.841033,60.867833,2010,"Ilimausaq, Kringlerne"
-51.750268,65.535618,2016,P-141
-51.675382,65.376751,2014,Qeqertaasaq
-44.840481,60.355283,2006,Nalunaq
-44.837354,60.35782,2004,Nalunaq
-44.84395,60.35616,2004,Nalunaq
-51.231767,66.484071,2002,Sarfartoq
-45.842491,60.865158,2010,"Ilimausaq, Kringlerne"
-44.8992,60.3238,2009,Kirkespirdalen Delta
-44.842419,60.357969,2004,Nalunaq
-49.754302,65.210876,2009,Isua (Isukasia)
-22.39865,71.01674,2014,Copper Creek
-51.081448,64.412965,2005,Storø - Qingaaq
-52.203958,66.554173,2012,White Mountain (Qaqortorssuaq)
-22.7645,71.609,2012,"Jameson Land, Wegener Halvø"
-45.871376,60.866572,2007,"Ilimausaq, Kringlerne"
-45.838009,60.864835,2010,"Ilimausaq, Kringlerne"
-46.00876,60.969765,2011,"Ilimausaq, Kvanefjeld"
-45.841404,60.865137,2010,"Ilimausaq, Kringlerne"
-51.07994,64.414511,2015,Storø - Qingaaq
-44.844326,60.359997,2007,Nalunaq
-22.6872,71.593,2012,"Jameson Land, Wegener Halvø"
-51.528288,65.278415,2017,P-013SE
-45.872905,60.971575,2011,"Ilimausaq, Zone 3"
-51.68748,65.37799,2011,Qeqertaasaq
-50.980681,71.112141,2006,Black Angel - Glacier Zone
-51.093098,64.408751,2007,Storø - Qingaaq
-51.475182,65.44425,2013,Target P-001 Imiak North
-67.224004,76.276423,2012,De Dødes West
-45.22937,60.52869,2009,Niaqornaarsuk Delta
-24.26799,71.954892,2005,Malmbjerg South Adit
-50.320251,63.010643,2007,Aappaluttoq
-50.984785,71.101776,2007,Black Angel - Beach
-51.238383,66.655418,2005,Uniiviit - Smile Lake
-51.176003,66.498302,2010,Sarfartoq - ST24
-51.67314,65.3776,2011,Qeqertaasaq
-49.756044,65.205867,2011,Isua (Isukasia)
-44.836147,60.355743,2004,Nalunaq
-45.036324,60.230065,2005,Lake 410
-49.749747,65.211362,2009,Isua (Isukasia)
-28.127624,83.068524,2010,Citronen Fjord - Southeast Zone
-44.834119,60.355246,2005,Nalunaq
-50.979186,71.112078,2006,Black Angel - Glacier Zone
-51.552237,64.988303,2003,Seqi
-51.501301,65.441071,2018,Imiak Hill G-017
-49.77809,64.004691,2011,Tikiusaaq
-45.04946,60.21898,2009,Lake 210 Delta
-28.314483,83.094122,2009,Citronen Fjord - Beach Zone
-51.551949,65.361039,2013,Target P-004 Fossilik 1
-28.227641,83.105292,2008,Citronen Fjord - Northeast Zone
-45.839583,60.865194,2010,"Ilimausaq, Kringlerne"
-51.527512,65.279789,2013,Target P-013
-51.67842,65.374467,2014,Qeqertaasaq
-45.838129,60.866603,2010,"Ilimausaq, Kringlerne"
-28.295658,83.100651,2010,Citronen Fjord - Beach Zone
-44.836505,60.352081,2005,Nalunaq
-50.970717,71.112175,2006,Black Angel - Glacier Zone
-22.6894,71.5927,2012,"Jameson Land, Wegener Halvø"
-44.83275,60.357301,2005,Nalunaq
-51.235984,66.655224,2005,Uniiviit - Smile Lake
-44.834189,60.354021,2005,Nalunaq
-51.660736,65.380497,2018,Qeqertaasaq Carbonatite Complex
-28.312734,83.093544,2009,Citronen Fjord - Beach Zone
-50.977858,71.112248,2006,Black Angel - Glacier Zone
-51.335147,66.524614,2010,Sarfartoq - ST1
-51.292728,66.462216,2010,Sarfartoq - ST19
-28.234253,83.107219,2008,Citronen Fjord - Northwest Zone
-50.959994,71.090637,2006,Black Angel - ARK Prospect
-45.999532,60.973721,2007,"Ilimausaq, Kvanefjeld"
-45.846229,60.866544,2010,"Ilimausaq, Kringlerne"
-49.754761,65.205892,2011,Isua (Isukasia)
-44.836131,60.355751,2004,Nalunaq
-52.014875,66.827353,2013,Ikertoq
-52.015998,66.819281,2013,Ikertoq
-51.302017,66.528898,2012,Sarfartoq - ST-1 north extension
-44.849023,60.357202,2007,Nalunaq
-49.74852,65.212396,2009,Isua (Isukasia)
-28.412285,83.133118,2008,Citronen Fjord - Northwest Zone
-68.754131,76.294029,2012,Havik North East
-45.849845,60.865443,2010,"Ilimausaq, Kringlerne"
-44.849938,60.35682,2007,Nalunaq
-44.84337,60.356536,2004,Nalunaq
-44.837473,60.353913,2001,Nalunaq
-45.87416,60.972195,2011,"Ilimausaq, Zone 3"
-45.14284,60.58028,2009,Qoorormiut Delta
-28.304262,83.084141,2010,Citronen Fjord - Beach Zone South
-51.335134,66.523147,2011,Sarfartoq - ST-1
-67.715641,76.22885,2012,Haematite Nunatak
-44.850443,60.356721,2008,Nalunaq
-45.843983,60.866567,2010,"Ilimausaq, Kringlerne"
-46.002517,60.972441,2008,"Ilimausaq, Kvanefjeld"
-28.29771,83.09966,2010,Citronen Fjord - Beach Zone
-51.533794,65.282028,2014,Target P-013
-49.752431,65.210396,2010,Isua (Isukasia)
-46.006289,60.967566,2010,"Ilimausaq, Kvanefjeld"
-44.847058,60.357108,2006,Nalunaq
-44.834577,60.354567,2018,Nalunaq
-51.473474,65.440795,2016,Imiak Hill
-44.836832,60.356615,2006,Nalunaq
-45.992672,60.974553,2009,"Ilimausaq, Kvanefjeld"
-44.947223,61.194831,2011,"Motzfeldt, Aries Prospect"
-44.846532,60.359313,2008,Nalunaq
-44.849115,60.357093,2007,Nalunaq
-45.841055,60.86514,2010,"Ilimausaq, Kringlerne"
-52.032089,65.101402,2016,
-51.455429,65.434365,2016,P-055
-50.319631,63.010999,2007,Aappaluttoq
-51.674595,65.377104,2014,Qeqertaasaq
-44.835634,60.353311,2018,Nalunaq
-45.99778,60.971642,2007,"Ilimausaq, Kvanefjeld"
-45.914265,60.94125,2010,"Ilimausaq, Sørensen"
-45.918233,60.940594,2010,"Ilimausaq, Sørensen"
-51.284082,66.53162,2011,Sarfartoq - ST 40 west
-44.850202,60.357004,2008,Nalunaq
-51.485389,65.436466,2012,Imiak Hill
-28.30139,83.085493,2010,Citronen Fjord - Beach Zone South
-28.304974,83.084766,2008,Citronen Fjord - Beach Zone
-51.67276,65.37733,2011,Qeqertaasaq
-51.565857,65.359789,2014,Fossilik II P-059
-24.086294,72.035769,2005,Malmbjerg
-44.833121,60.348639,2017,Nalunaq
-51.454768,66.354845,2008,Sarfartoq
-49.75412,65.198609,2011,Isua (Isukasia)
-51.23219,66.484449,2008,Sarfartoq
-45.05062,60.21909,2009,Lake 210 Delta
-44.844559,60.35992,2007,Nalunaq
-46.000035,60.970171,2010,"Ilimausaq, Kvanefjeld"
-50.963422,71.090647,2006,Black Angel - ARK Prospect
-51.081578,64.414178,2015,Storø - Qingaaq
-51.283431,66.45563,2010,Sarfartoq - ST19
-44.842729,60.353638,2004,Nalunaq
-51.485257,66.356601,2008,Sarfartoq
-49.77682,64.003524,2011,Tikiusaaq
-24.109057,72.028147,2005,Malmbjerg
-44.848349,60.35748,2007,Nalunaq
-45.872602,60.972735,2008,"Ilimausaq, Zone 3"
-46.003857,60.969505,2010,"Ilimausaq, Kvanefjeld"
-45.998403,60.974673,2009,"Ilimausaq, Kvanefjeld"
-51.69379,65.394993,2018,Qeqertaasaq Carbonatite Complex
-44.945741,61.19106,2011,"Motzfeldt, Aries Prospect"
-50.977858,71.112248,2006,Black Angel - Glacier Zone
-44.8494,60.356985,2007,Nalunaq
-45.872233,60.867069,2007,"Ilimausaq, Kringlerne"
-28.439748,83.103843,2011,Citronen Fjord - Esrum Zone
-45.870087,60.971225,2011,"Ilimausaq, Zone 3"
-45.84553,60.867284,2010,"Ilimausaq, Kringlerne"
-44.844125,60.356084,2004,Nalunaq
-31.61613,68.18548,2011,Skaergaard
-51.635393,65.207491,2013,Target P-022 Sikolik East
-45.844775,60.866562,2010,"Ilimausaq, Kringlerne"
-45.838147,60.867322,2010,"Ilimausaq, Kringlerne"
-51.331936,66.523356,2011,Sarfartoq - ST-1
-68.811033,76.288477,2012,Havik East
-24.277285,71.957075,2005,Malmbjerg Schuchert Adit
-45.849136,60.86648,2010,"Ilimausaq, Kringlerne"
-51.083625,64.411583,2007,Storø - Qingaaq
-44.843578,60.357453,2004,Nalunaq
-28.203366,83.078106,2010,Citronen Fjord - Discovery Zone
-31.69942,68.16107,2010,Skaergaard
-50.319541,63.011457,2008,Aappaluttoq
-51.452938,65.437941,2014,Spotty Hill
-44.90951,60.32226,2009,Kirkespirdalen Delta
-44.837478,60.355952,2007,Nalunaq
-51.081802,64.412616,2007,Storø - Qingaaq
-51.233509,66.658879,2005,Uniiviit - Smile Lake
-51.555518,65.360554,2016,P-004
-49.757567,65.208625,2009,Isua (Isukasia)
-44.83804,60.357456,2004,Nalunaq
-28.301555,83.082401,2010,Citronen Fjord - Beach Zone South
-44.841618,60.35432,2004,Nalunaq
-51.12238,64.66866,2008,Qussuk - Plateau
-51.528283,65.278442,2017,P-013SE
-45.841811,60.86658,2010,"Ilimausaq, Kringlerne"
-45.920575,60.937956,2010,"Ilimausaq, Sørensen"
-24.267946,71.959232,2007,Malmbjerg
-31.72002,68.16195,2011,Skaergaard
-44.841345,60.353647,2001,Nalunaq
-45.844297,60.865927,2010,"Ilimausaq, Kringlerne"
-45.994724,60.979737,2007,"Ilimausaq, Kvanefjeld"
-51.332447,66.5241,2011,Sarfartoq - ST-1
-28.304379,83.084768,2008,Citronen Fjord - Beach Zone
-50.972322,71.112068,2006,Black Angel - Glacier Zone
-45.908068,60.940735,2010,"Ilimausaq, Sørensen"
-51.299523,71.10619,2016,Nunngarut Prospect
-49.777575,64.005172,2011,Tikiusaaq
-44.831753,60.354221,2005,Nalunaq
-49.759708,65.204561,2010,Isua (Isukasia)
-51.086549,64.411198,2006,Storø - Qingaaq
-51.514932,65.297057,2018,P-012
-31.71078,68.16988,2010,Skaergaard
-51.332544,66.524123,2011,Sarfartoq - ST-1
-45.999279,60.976037,2008,"Ilimausaq, Kvanefjeld"
-28.182658,83.07349,2008,Citronen Fjord - Discovery Zone
-51.67151,65.37694,2011,Qeqertaasaq
-51.547233,64.990264,2003,Seqi
-52.108998,66.573674,2012,White Mountain (Qaqortorssuaq)
-49.754406,65.202515,2010,Isua (Isukasia)
-51.333602,66.52512,2010,Sarfartoq - ST1
-51.570435,65.035327,2015,P-314
-51.452943,65.437942,2014,Spotty Hill
-44.844853,60.35952,2007,Nalunaq
-51.23645,66.654209,2005,Uniiviit - Smile Lake
-52.175276,66.562052,2012,White Mountain (Qaqortorssuaq)
-45.994704,60.975032,2007,"Ilimausaq, Kvanefjeld"
-44.839197,60.351919,2005,Nalunaq
-50.320251,63.010643,2007,Aappaluttoq
-51.081516,64.41356,2006,Storø - Qingaaq
-51.081535,64.413568,2015,Storø - Qingaaq
-51.6757,65.37491,2011,Qeqertaasaq
-44.950391,61.190972,2011,"Motzfeldt, Aries Prospect"
-51.348851,66.529716,2012,Sarfartoq - ST-1 north extension
-46.006073,60.96895,2007,"Ilimausaq, Kvanefjeld"
-51.551394,64.986671,2003,Seqi
-24.268035,71.962101,2007,Malmbjerg
-68.764048,76.288894,2012,Havik East
-46.005576,60.972833,2007,"Ilimausaq, Kvanefjeld"
-45.869905,60.866779,2007,"Ilimausaq, Kringlerne"
-45.997368,60.978209,2010,"Ilimausaq, Kvanefjeld"
-51.333197,66.523837,2011,Sarfartoq - ST-1
-51.262922,66.529902,2010,Sarfartoq - ST40
-44.959075,61.193498,2010,"Motzfeldt, Aries Prospect"
-52.075667,66.581509,2013,White Mountain (Qaqortorssuaq)
-45.837355,60.86589,2010,"Ilimausaq, Kringlerne"
-44.83275,60.357301,2005,Nalunaq
-46.006754,60.972348,2010,"Ilimausaq, Kvanefjeld"
-49.755895,65.204044,2011,Isua (Isukasia)
-28.311939,83.098008,2010,Citronen Fjord - Beach Zone
-44.833278,60.356813,2005,Nalunaq
-44.843545,60.35743,2004,Nalunaq
-45.868267,60.970256,2008,"Ilimausaq, Zone 3"
-46.014975,60.968865,2010,"Ilimausaq, Kvanefjeld"
-45.836614,60.867852,2010,"Ilimausaq, Kringlerne"
-44.843406,60.357501,2004,Nalunaq
-45.99227,60.976478,2009,"Ilimausaq, Kvanefjeld"
-44.84327,60.357572,2004,Nalunaq
-45.872234,60.86724,2007,"Ilimausaq, Kringlerne"
-51.477305,65.445374,2016,Mikissoq P-001
-51.548334,65.363968,2018,Fossilik II P-004
-28.299487,83.092827,2009,Citronen Fjord - Beach Zone
-50.320011,63.010804,2007,Aappaluttoq
-45.994862,60.971933,2009,"Ilimausaq, Kvanefjeld"
-22.39368,71.0244,2014,Copper Creek
-45.996554,60.976976,2009,"Ilimausaq, Kvanefjeld"
-52.074386,66.582936,2013,White Mountain (Qaqortorssuaq)
-51.33266,66.523696,2010,Sarfartoq - ST1
-44.835839,60.355233,2006,Nalunaq
-44.846002,60.3589,2007,Nalunaq
-44.841078,60.354748,2006,Nalunaq
-28.309435,83.094619,2009,Citronen Fjord - Beach Zone
-51.669078,65.384035,2018,Qeqertaasaq Carbonatite Complex
-44.850023,60.356906,2007,Nalunaq
-24.266175,71.956839,2005,Malmbjerg Arcturus Adit
-51.339021,66.523314,2010,Sarfartoq - ST1
-44.848863,60.357011,2007,Nalunaq
-44.91809,60.32281,2009,Kirkespirdalen Delta
-50.976474,71.111853,2007,Black Angel - Glacier Zone
-45.841055,60.865876,2010,"Ilimausaq, Kringlerne"
-51.607376,65.07609,2013,Target P-030 Nunanguit showing
-45.986595,60.975455,2008,"Ilimausaq, Kvanefjeld"
-45.992248,60.972806,2009,"Ilimausaq, Kvanefjeld"
-45.952969,60.983881,2011,"Ilimausaq, Steenstrupsfjeld"
-51.076927,64.413391,2010,Storø - Qingaaq
-44.838183,60.35612,2006,Nalunaq
-28.315626,83.09583,2010,Citronen Fjord - Beach Zone
-51.563988,65.359129,2016,P-059
-51.081535,64.413568,2015,Storø - Qingaaq
-51.243309,66.452288,2010,Sarfartoq - ST19
-51.486042,65.436814,2012,Imiak Hill
-45.84271,60.867868,2010,"Ilimausaq, Kringlerne"
-45.995315,60.974466,2008,"Ilimausaq, Kvanefjeld"
-44.831847,60.353315,2018,Nalunaq
-45.17428,60.57974,2009,Qoorormiut Delta
-51.078237,64.414126,2010,Storø - Qingaaq
-45.871912,60.866766,2007,"Ilimausaq, Kringlerne"
-44.849672,60.356204,2004,Nalunaq
-45.846248,60.867271,2010,"Ilimausaq, Kringlerne"
-51.337877,66.523335,2011,Sarfartoq - ST-1
-51.286057,66.529779,2011,Sarfartoq - ST 40 west
-44.90305,60.32289,2009,Kirkespirdalen Delta
-47.43104,60.964662,2006,Isortoq South (Snoopy Lake)
-51.332828,66.523093,2011,Sarfartoq - ST-1
-24.269655,71.958539,2007,Malmbjerg
-51.668505,65.378701,2014,Qeqertaasaq
-44.840408,60.355568,2006,Nalunaq
-44.851322,60.360364,2006,Nalunaq
-50.319829,63.010946,2007,Aappaluttoq
-45.84168,60.865136,2010,"Ilimausaq, Kringlerne"
-44.831664,60.353647,2018,Nalunaq
-45.989803,60.976182,2010,"Ilimausaq, Kvanefjeld"
-51.557186,65.369668,2017,Fossilik I IP
-28.457431,83.100286,2008,Citronen Fjord - Esrum Zone
-31.70107,68.15111,2004,Skaergaard
-44.85002,60.356907,2008,Nalunaq
-51.276848,66.545221,2011,Sarfartoq - ST-31
-45.86234,60.863478,2007,"Ilimausaq, Kringlerne"
-51.561428,65.358026,2014,Fossilik II P-058
-28.195131,83.081666,2008,Citronen Fjord - Discovery Zone
-50.983255,71.112464,2006,Black Angel - Glacier Zone
-51.076927,64.413391,2010,Storø - Qingaaq
-45.872438,60.866834,2007,"Ilimausaq, Kringlerne"
-51.259434,65.439775,2016,P-049
-49.772321,64.001294,2011,Tikiusaaq
-50.14136,65.09199,2008,Isua (Tangent)
-51.235361,66.656265,2005,Uniiviit - Smile Lake
-52.115869,66.572874,2012,White Mountain (Qaqortorssuaq)
-44.836135,60.355753,2004,Nalunaq
-44.834154,60.355811,2005,Nalunaq
-24.273376,71.957801,2007,Malmbjerg
-51.461845,66.353344,2008,Sarfartoq
-28.192234,83.076046,2010,Citronen Fjord - Discovery Zone
-28.119969,83.065702,2008,Citronen Fjord - Southeast Zone
-31.69013,68.17378,2011,Skaergaard
-45.8696,60.865991,2007,"Ilimausaq, Kringlerne"
-45.997353,60.972992,2009,"Ilimausaq, Kvanefjeld"
-51.635393,65.207491,2013,Target P-022 Sikolik East
-53.536986,70.442885,2007,Nuussuaq Peninsular
-63.467999,80.238716,2011,Cass Fjord - Hilltop
-44.834189,60.354021,2005,Nalunaq
-28.322187,83.094665,2010,Citronen Fjord - Beach Zone
-46.005538,60.965407,2010,"Ilimausaq, Kvanefjeld"
-51.24663,71.093921,2016,Nunngarut Prospect
-28.157983,83.07476,2008,Citronen Fjord - Discovery Zone
-52.206291,66.554068,2012,White Mountain (Qaqortorssuaq)
-50.984832,71.112787,2006,Black Angel - Glacier Zone
-45.8358,60.864858,2010,"Ilimausaq, Kringlerne"
-51.564606,65.363791,2018,Fossilik II P-058
-63.510983,80.240303,2011,Cass Fjord - West Showing
-45.873081,60.948364,2011,"Ilimausaq, Port area"
-45.991436,60.979366,2011,"Ilimausaq, Kvanefjeld"
-50.316306,63.012949,2007,Aappaluttoq - Ridgetop
-50.980681,71.112141,2007,Black Angel - Glacier Zone
-24.088322,72.033591,2005,Malmbjerg
-44.841273,60.356544,2006,Nalunaq
-51.338434,66.523109,2009,Sarfartoq - ST1
-50.98201,71.11146,2007,Black Angel - Glacier Zone
-45.05035,60.22183,2009,Lake 210 Delta
-45.871588,60.866714,2007,"Ilimausaq, Kringlerne"
-31.71481,68.16522,2004,Skaergaard
-51.549999,64.988009,2003,Seqi
-37.702391,65.575907,2005,Ammassalik
-44.834213,60.35489,2017,Nalunaq
-51.339032,66.522453,2012,Sarfartoq - ST-1 south
-45.987943,60.976322,2008,"Ilimausaq, Kvanefjeld"
-49.759217,65.207352,2009,Isua (Isukasia)
-51.330171,66.525651,2011,Sarfartoq - ST-1
-28.176108,83.07605,2010,Citronen Fjord - Discovery Zone
-51.274929,66.679866,2001,Umiiviit
-45.995964,60.971126,2007,"Ilimausaq, Kvanefjeld"
-51.084279,64.412541,2005,Storø - Qingaaq
-51.083012,64.411903,2005,Storø - Qingaaq
-50.318899,63.011032,2008,Aappaluttoq
-51.083172,64.412685,2005,Storø - Qingaaq
-45.16306,60.57904,2009,Qoorormiut Delta
-51.336401,66.520715,2011,Sarfartoq - ST-1
-51.498776,65.327558,2018,P-008
-44.842417,60.357977,2004,Nalunaq
-63.518843,80.239037,2011,Cass Fjord - West Showing
-52.019585,66.827242,2013,Ikertoq
-44.851738,60.357199,2006,Nalunaq
-51.091858,64.410197,2010,Storø - Qingaaq
-51.606811,65.075563,2014,Nunanguit P-030
-51.339032,66.522453,2012,Sarfartoq - ST-1 south
-51.548942,65.360534,2017,Fossilik II P-004
-45.841002,60.866639,2010,"Ilimausaq, Kringlerne"
-45.840223,60.867829,2010,"Ilimausaq, Kringlerne"
-45.846982,60.867868,2010,"Ilimausaq, Kringlerne"
-44.844175,60.354965,2001,Nalunaq
-51.339009,66.522426,2010,Sarfartoq - ST1
-45.839638,60.867294,2010,"Ilimausaq, Kringlerne"
-51.084069,64.41288,2005,Storø - Qingaaq
-45.838105,60.867816,2010,"Ilimausaq, Kringlerne"
-51.545895,64.990785,2003,Seqi
-44.837696,60.35567,2004,Nalunaq
-28.23038,83.079534,2010,Citronen Fjord - XX
-51.527756,65.27892,2017,P-013SE
-44.849874,60.356851,2007,Nalunaq
-45.922702,60.941309,2011,"Ilimausaq, Sørensen"
-63.378526,80.235323,2011,Cass Fjord - Main
-44.833956,60.35559,2019,Nalunaq
-67.230758,76.2738,2012,De Dødes West
-45.871118,60.866493,2007,"Ilimausaq, Kringlerne"
-44.836916,60.35775,2008,Nalunaq
-51.67635,65.37518,2011,Qeqertaasaq
-45.961657,60.975981,2011,"Ilimausaq, Steenstrupsfjeld"
-46.006295,60.971265,2007,"Ilimausaq, Kvanefjeld"
-50.1752,65.09124,2008,Isua (Tangent)
-28.301412,83.08164,2008,Citronen Fjord - Beach Zone
-28.303169,83.08625,2010,Citronen Fjord - Beach Zone South
-44.850135,60.356977,2007,Nalunaq
-28.30261,83.095973,2010,Citronen Fjord - Beach Zone
-45.84486,60.86772,2010,"Ilimausaq, Kringlerne"
-51.485962,65.437128,2012,Imiak Hill
-51.232092,66.484182,2002,Sarfartoq
-44.849632,60.356846,2007,Nalunaq
-47.437147,60.961851,2012,Isortoq South
-28.162871,83.076441,2010,Citronen Fjord - Discovery Zone
-44.949829,61.193459,2010,"Motzfeldt, Aries Prospect"
-49.748505,65.212391,2009,Isua (Isukasia)
-51.222213,71.091486,2006,Black Angel - Nunngarut Prospect
-44.848775,60.357057,2007,Nalunaq
-45.871484,60.866463,2007,"Ilimausaq, Kringlerne"
-28.477587,83.097921,2008,Citronen Fjord - Esrum Zone
-28.302252,83.098035,2010,Citronen Fjord - Beach Zone
-51.12085,64.6691,2008,Qussuk - Plateau
-51.11317,64.78306,2009,Qussuk - Swan Zone
-50.320358,63.011164,2008,Aappaluttoq
-51.584326,65.079528,2016,P-032
-37.747001,65.585416,2005,Ammassalik
-51.059427,71.10383,2006,Black Angel - Myers East
-45.865513,60.968094,2011,"Ilimausaq, Zone 3"
-49.755506,65.202318,2011,Isua (Isukasia)
-52.019363,66.826293,2013,Ikertoq
-45.0502,60.22075,2009,Lake 210 Delta
-44.842952,60.355745,2001,Nalunaq
-24.26965,71.958533,2007,Malmbjerg
-51.581545,65.07919,2016,P-032
-51.320723,66.528307,2011,Sarfartoq - ST-1 east
-50.984694,71.111765,2007,Black Angel - Glacier Zone
-45.871367,60.866383,2007,"Ilimausaq, Kringlerne"
-51.26897,66.452291,2010,Sarfartoq - ST19
-44.837766,60.357571,2004,Nalunaq
-51.528282,65.278415,2017,P-013SE
-44.834577,60.354567,2018,Nalunaq
-46.004258,60.974507,2008,"Ilimausaq, Kvanefjeld"
-45.992814,60.971408,2008,"Ilimausaq, Kvanefjeld"
-51.581691,65.080239,2015,P-032
-50.320685,63.01069,2007,Aappaluttoq
-51.084079,64.412883,2005,Storø - Qingaaq
-51.08301,64.414168,2010,Storø - Qingaaq
-28.132811,83.073942,2010,Citronen Fjord - Discovery Zone
-44.84686,60.35721,2005,Nalunaq
-45.972891,60.978406,2009,"Ilimausaq, Kvanefjeld"
-47.43116,60.96407,2012,Isortoq South
-51.240484,66.655181,2005,Uniiviit - Smile Lake
-51.240173,66.655756,2005,Uniiviit - Smile Lake
-63.467999,80.238716,2011,Cass Fjord - Hilltop
-44.844942,60.359871,2008,Nalunaq
-44.833482,60.356128,2017,Nalunaq
-45.997165,60.974439,2007,"Ilimausaq, Kvanefjeld"
-51.486042,65.436814,2012,Imiak Hill
-24.269662,71.958542,2007,Malmbjerg
-45.994808,60.975986,2008,"Ilimausaq, Kvanefjeld"
-46.003728,60.965941,2008,"Ilimausaq, Kvanefjeld"
-44.84997,60.357941,2007,Nalunaq
-51.287764,71.085488,2014,Black Angel - Nunngarut Prospect
-45.871931,60.866667,2007,"Ilimausaq, Kringlerne"
-51.079279,64.412929,2006,Storø - Qingaaq
-24.271954,71.958109,2007,Malmbjerg
-52.174825,66.560189,2012,White Mountain (Qaqortorssuaq)
-52.027284,66.829453,2013,Ikertoq
-44.853883,60.353431,2017,Nalunaq
-44.837942,60.356237,2006,Nalunaq
-50.320685,63.01069,2007,Aappaluttoq
-52.010368,66.827427,2013,Ikertoq
-45.16485,60.57872,2009,Qoorormiut Delta
-28.236543,83.108333,2010,Citronen Fjord
-50.959053,71.091049,2006,Black Angel - ARK Prospect
-31.73936,68.16466,2011,Skaergaard
-45.2307,60.52748,2009,Niaqornaarsuk Delta
-24.268089,71.95493,2005,Malmbjerg South Adit
-28.307436,83.100225,2010,Citronen Fjord - Beach Zone
-51.09695,64.80846,2009,Qussuk - Swan North Zone
-28.446034,83.096064,2008,Citronen Fjord - Esrum Zone
-51.081535,64.413568,2015,Storø - Qingaaq
-51.080603,64.414062,2015,Storø - Qingaaq
-51.079269,64.412929,2006,Storø - Qingaaq
-50.963393,71.091678,2006,Black Angel - ARK Prospect
-51.087767,64.412921,2005,Storø - Qingaaq
-44.837454,60.356438,2006,Nalunaq
-51.27022,66.529543,2011,Sarfartoq - ST-40
-50.319479,63.010747,2008,Aappaluttoq
-45.997687,60.972624,2008,"Ilimausaq, Kvanefjeld"
-45.836646,60.864826,2010,"Ilimausaq, Kringlerne"
-44.849083,60.357188,2007,Nalunaq
-44.850024,60.356907,2008,Nalunaq
-45.837449,60.86738,2010,"Ilimausaq, Kringlerne"
-50.986105,71.112805,2007,Black Angel - Glacier Zone
-50.973707,71.111172,2006,Black Angel - Glacier Zone
-44.831664,60.353647,2018,Nalunaq
-46.002257,60.970909,2010,"Ilimausaq, Kvanefjeld"
-51.326344,66.525781,2012,Sarfartoq - ST-1 north
-44.840923,60.356,2006,Nalunaq
-28.308952,83.087318,2010,Citronen Fjord - Beach Zone South
-50.319723,63.011278,2007,Aappaluttoq
-51.41945,64.772,2009,Amikoq - South Margin
-51.175682,66.494247,2012,Sarfartoq - ST-24
-44.849473,60.356894,2007,Nalunaq
-45.997532,60.97282,2009,"Ilimausaq, Kvanefjeld"
-44.85044,60.356721,2008,Nalunaq
